p1_x,p1_y,p2_x,p2_y
-71.5421933,-16.405692,-71.5420893,-16.4059649
-71.5421933,-16.405692,-71.5422704,-16.4058739
-71.5459202,-16.4231681,-71.5459661,-16.4230811
-71.5459202,-16.4231681,-71.5455231,-16.4230668
-71.5459202,-16.4231681,-71.5462062,-16.4233235
-71.525193,-16.3972545,-71.5252422,-16.3972853
-71.525193,-16.3972545,-71.5250667,-16.3973296
-71.5516251,-16.4097662,-71.550489,-16.4104153
-71.5379517,-16.4118992,-71.5381264,-16.4122901
-71.5379517,-16.4118992,-71.5379193,-16.4118744
-71.5394187,-16.4201048,-71.5400913,-16.4198496
-71.5394187,-16.4201048,-71.5392082,-16.4205398
-71.5423585,-16.4035843,-71.5418987,-16.403761
-71.5423585,-16.4035843,-71.5427606,-16.4034298
-71.5510605,-16.4029965,-71.551297,-16.4034825
-71.5510605,-16.4029965,-71.5504914,-16.4032355
-71.5353985,-16.4058791,-71.5350684,-16.4063493
-71.5353985,-16.4058791,-71.5353388,-16.4056228
-71.5353985,-16.4058791,-71.535645,-16.4058301
-71.5392082,-16.4205398,-71.5393372,-16.4205688
-71.5465282,-16.4138567,-71.5465868,-16.4138162
-71.5465282,-16.4138567,-71.5460694,-16.4133009
-71.5465282,-16.4138567,-71.5465903,-16.4139342
-71.5176093,-16.4087664,-71.5176009,-16.4088435
-71.5176093,-16.4087664,-71.5182106,-16.4088397
-71.5478392,-16.3975763,-71.5477455,-16.3976542
-71.5243831,-16.4109101,-71.5251456,-16.4098588
-71.5397388,-16.4118336,-71.5399856,-16.4119989
-71.5397388,-16.4118336,-71.5396248,-16.4117513
-71.5397388,-16.4118336,-71.5393713,-16.4125132
-71.5290911,-16.4147986,-71.5295915,-16.4151433
-71.5290911,-16.4147986,-71.5292278,-16.4147082
-71.561726,-16.4311738,-71.5614904,-16.4308734
-71.561726,-16.4311738,-71.5623233,-16.4307211
-71.561726,-16.4311738,-71.562422,-16.4319635
-71.5420004,-16.4061726,-71.541367,-16.4056265
-71.5420004,-16.4061726,-71.5420893,-16.4059649
-71.5360177,-16.3979984,-71.5360549,-16.398086
-71.5360177,-16.3979984,-71.5357903,-16.3974576
-71.5451718,-16.4069878,-71.5450813,-16.4062164
-71.5451718,-16.4069878,-71.545927,-16.407242
-71.5451718,-16.4069878,-71.544956,-16.4062665
-71.5451718,-16.4069878,-71.5453571,-16.4079374
-71.5180766,-16.403729,-71.5177847,-16.4041779
-71.5180766,-16.403729,-71.5179062,-16.4036399
-71.5370857,-16.4087213,-71.5369944,-16.4086474
-71.5370857,-16.4087213,-71.5369983,-16.4088155
-71.5370857,-16.4087213,-71.5374296,-16.4089863
-71.5215939,-16.3994058,-71.5216338,-16.3994856
-71.5215939,-16.3994058,-71.5221863,-16.3990478
-71.5215939,-16.3994058,-71.5209626,-16.3998081
-71.5397345,-16.4143052,-71.5394146,-16.4142793
-71.5397345,-16.4143052,-71.5387454,-16.4137151
-71.5397345,-16.4143052,-71.5403536,-16.4144793
-71.5251572,-16.4077424,-71.525077,-16.407676
-71.5514332,-16.416101,-71.5513214,-16.416004
-71.5514332,-16.416101,-71.5528155,-16.4147599
-71.5231128,-16.400821,-71.5234661,-16.4011101
-71.5231128,-16.400821,-71.5228733,-16.4006248
-71.5231128,-16.400821,-71.5236128,-16.4002625
-71.5300244,-16.3892399,-71.5294179,-16.3889481
-71.5300244,-16.3892399,-71.5299562,-16.3894507
-71.5329895,-16.4104238,-71.5345162,-16.411243
-71.5329895,-16.4104238,-71.5309349,-16.4093242
-71.5264368,-16.4071436,-71.5258105,-16.4069319
-71.5264368,-16.4071436,-71.5267819,-16.4072566
-71.5264368,-16.4071436,-71.5262491,-16.407911
-71.5207213,-16.4103553,-71.5208468,-16.4101098
-71.5420268,-16.4142087,-71.5418422,-16.4142282
-71.5420268,-16.4142087,-71.5420204,-16.4141051
-71.5420268,-16.4142087,-71.5420516,-16.4144268
-71.5420268,-16.4142087,-71.5422551,-16.414201
-71.5313774,-16.4098075,-71.5306499,-16.4114132
-71.5313774,-16.4098075,-71.5324815,-16.4103663
-71.5384653,-16.3887176,-71.5386149,-16.3891544
-71.5384653,-16.3887176,-71.5383543,-16.3884204
-71.5344913,-16.4165108,-71.5345707,-16.4166351
-71.5376162,-16.4049793,-71.5375887,-16.4049896
-71.5376162,-16.4049793,-71.5375677,-16.4048697
-71.5376162,-16.4049793,-71.5376701,-16.4049479
-71.5376162,-16.4049793,-71.5376456,-16.4050531
-71.5280837,-16.4130139,-71.5280113,-16.4141192
-71.5434946,-16.4142501,-71.5434721,-16.4142313
-71.5434946,-16.4142501,-71.5435492,-16.4142681
-71.5434946,-16.4142501,-71.5435103,-16.4143066
-71.5173387,-16.406444,-71.517567,-16.4059328
-71.5173387,-16.406444,-71.5180558,-16.4073632
-71.532921,-16.4043665,-71.5329026,-16.4043781
-71.532921,-16.4043665,-71.5335039,-16.4041656
-71.532921,-16.4043665,-71.5328939,-16.4043009
-71.5520711,-16.4044097,-71.5521699,-16.4044358
-71.5372341,-16.3982489,-71.537013,-16.3983272
-71.5372341,-16.3982489,-71.5373231,-16.3984795
-71.5306867,-16.4012304,-71.5306303,-16.4012948
-71.5306867,-16.4012304,-71.5307033,-16.4012126
-71.5306867,-16.4012304,-71.5306562,-16.4012052
-71.5254825,-16.4119478,-71.5251157,-16.4115959
-71.5254825,-16.4119478,-71.5260853,-16.4111259
-71.533565,-16.4072878,-71.5329815,-16.4079279
-71.533565,-16.4072878,-71.5340034,-16.4076714
-71.533565,-16.4072878,-71.5342642,-16.4064394
-71.52348,-16.406638,-71.5246734,-16.4070369
-71.52348,-16.406638,-71.5231835,-16.4064359
-71.5511359,-16.4254337,-71.5510616,-16.4250356
-71.5511359,-16.4254337,-71.5502625,-16.4254159
-71.5351646,-16.41705,-71.5348413,-16.4168175
-71.5351646,-16.41705,-71.5354451,-16.4166449
-71.5351646,-16.41705,-71.5349172,-16.4173643
-71.5351646,-16.41705,-71.5362956,-16.4177697
-71.5514484,-16.4052206,-71.5499261,-16.4050265
-71.5514484,-16.4052206,-71.5514484,-16.4052206
-71.5342642,-16.4064394,-71.5345988,-16.4067167
-71.5383898,-16.4012022,-71.5387813,-16.4022454
-71.5383898,-16.4012022,-71.5380205,-16.4013385
-71.5445313,-16.398106,-71.5443518,-16.398539
-71.5522207,-16.4150659,-71.5539287,-16.4135017
-71.5522207,-16.4150659,-71.5519943,-16.4150993
-71.5522207,-16.4150659,-71.55193,-16.415328
-71.5393713,-16.4125132,-71.5391916,-16.4130221
-71.5393713,-16.4125132,-71.5392009,-16.4114611
-71.5251259,-16.4024584,-71.5250502,-16.4023974
-71.5251259,-16.4024584,-71.5255595,-16.4028139
-71.5251259,-16.4024584,-71.5257223,-16.4018107
-71.5418374,-16.4048587,-71.5416883,-16.4044755
-71.5418374,-16.4048587,-71.5408026,-16.4052433
-71.5418374,-16.4048587,-71.5420189,-16.4052883
-71.5418987,-16.403761,-71.5411739,-16.4031136
-71.5396248,-16.4117513,-71.5394202,-16.4116107
-71.5388786,-16.3974957,-71.5395394,-16.3984376
-71.5248918,-16.3988201,-71.5236128,-16.4002625
-71.5232368,-16.4087645,-71.5228401,-16.4085973
-71.5232368,-16.4087645,-71.5237293,-16.4076832
-71.547149,-16.4123208,-71.5469738,-16.4118559
-71.547149,-16.4123208,-71.5465564,-16.4125883
-71.547149,-16.4123208,-71.5480501,-16.4117923
-71.5346323,-16.4037787,-71.5335039,-16.4041656
-71.5346323,-16.4037787,-71.5349385,-16.4044451
-71.5346323,-16.4037787,-71.535216,-16.40357
-71.5346323,-16.4037787,-71.5345123,-16.403497
-71.5463028,-16.4122506,-71.5465564,-16.4125883
-71.5463028,-16.4122506,-71.5456671,-16.4118564
-71.5463028,-16.4122506,-71.5469738,-16.4118559
-71.5331254,-16.4126957,-71.5328588,-16.4125433
-71.5331254,-16.4126957,-71.5328069,-16.4132345
-71.5331254,-16.4126957,-71.5323906,-16.4139386
-71.543593,-16.4140526,-71.5436625,-16.4142048
-71.543593,-16.4140526,-71.543519,-16.4140541
-71.5390468,-16.411741,-71.538788,-16.4117654
-71.520101,-16.4017416,-71.520825,-16.4013505
-71.520101,-16.4017416,-71.5205862,-16.402442
-71.520101,-16.4017416,-71.5192898,-16.4010333
-71.5217049,-16.4105347,-71.5214194,-16.4103943
-71.529973,-16.4127011,-71.5296911,-16.4125462
-71.529973,-16.4127011,-71.5301964,-16.4123533
-71.529973,-16.4127011,-71.5304018,-16.4130254
-71.5329621,-16.3996259,-71.5325304,-16.3997798
-71.5373907,-16.4078316,-71.5366935,-16.408404
-71.5433584,-16.3969343,-71.5426208,-16.396951
-71.5433584,-16.3969343,-71.5439235,-16.3966224
-71.5453524,-16.4119806,-71.5451621,-16.4121026
-71.5453524,-16.4119806,-71.5497034,-16.4094291
-71.5453524,-16.4119806,-71.5456671,-16.4118564
-71.5323903,-16.4122928,-71.5328588,-16.4125433
-71.5323903,-16.4122928,-71.5320858,-16.4123104
-71.5460713,-16.3962202,-71.5462668,-16.396727
-71.5460713,-16.3962202,-71.5457157,-16.39641
-71.5294625,-16.4042156,-71.5299516,-16.4036589
-71.5294625,-16.4042156,-71.5290119,-16.4038511
-71.5335039,-16.4041656,-71.5334361,-16.4039819
-71.5335039,-16.4041656,-71.533551,-16.4042936
-71.5381695,-16.420238,-71.5381645,-16.4202667
-71.5381695,-16.420238,-71.5382056,-16.4201573
-71.5324412,-16.4034915,-71.5328939,-16.4043009
-71.5324412,-16.4034915,-71.5318482,-16.4025662
-71.5505594,-16.4165898,-71.55193,-16.415328
-71.5505594,-16.4165898,-71.5498862,-16.4161708
-71.5329074,-16.4088241,-71.5336615,-16.4094426
-71.5329074,-16.4088241,-71.5328446,-16.4088893
-71.5404292,-16.4138703,-71.5405555,-16.4134296
-71.5404292,-16.4138703,-71.5408816,-16.4139889
-71.5385291,-16.4128036,-71.5385537,-16.4125003
-71.5489048,-16.4018954,-71.5487448,-16.4014048
-71.5489048,-16.4018954,-71.5495247,-16.4016014
-71.5214473,-16.402542,-71.5211173,-16.4020575
-71.5214473,-16.402542,-71.5234661,-16.4011101
-71.5476309,-16.4239386,-71.5479737,-16.4236298
-71.5489797,-16.4083869,-71.5481162,-16.4072049
-71.5489797,-16.4083869,-71.5497034,-16.4094291
-71.5305212,-16.4129026,-71.5310741,-16.4122684
-71.5305212,-16.4129026,-71.5310426,-16.4131916
-71.5305212,-16.4129026,-71.5304018,-16.4130254
-71.5485981,-16.4156595,-71.5476064,-16.4140632
-71.5457157,-16.39641,-71.5460309,-16.3972377
-71.5373478,-16.4015719,-71.5380205,-16.4013385
-71.5454173,-16.3972024,-71.5453942,-16.3971455
-71.5454173,-16.3972024,-71.5449978,-16.3974107
-71.547593,-16.3982752,-71.5480092,-16.3979357
-71.547593,-16.3982752,-71.5475548,-16.3993609
-71.5422704,-16.4058739,-71.5420893,-16.4059649
-71.5422704,-16.4058739,-71.5425856,-16.4066112
-71.5314257,-16.4001939,-71.5316846,-16.3998945
-71.5314257,-16.4001939,-71.5318165,-16.4002388
-71.5314257,-16.4001939,-71.5317323,-16.4000406
-71.5316289,-16.4077721,-71.5326602,-16.4066093
-71.5268173,-16.3982729,-71.5264313,-16.3987294
-71.5268173,-16.3982729,-71.5279044,-16.3990471
-71.5268173,-16.3982729,-71.5283209,-16.3964275
-71.5268173,-16.3982729,-71.5262815,-16.3979365
-71.5427606,-16.4034298,-71.5423256,-16.4025827
-71.5513464,-16.407357,-71.5515023,-16.4063372
-71.5513464,-16.407357,-71.5508138,-16.4066955
-71.5343725,-16.3918555,-71.5345755,-16.391453
-71.5343725,-16.3918555,-71.5339484,-16.3910006
-71.5343725,-16.3918555,-71.5347603,-16.3922842
-71.5364543,-16.4063566,-71.535645,-16.4058301
-71.5228547,-16.4112115,-71.5219561,-16.4109242
-71.5382056,-16.4201573,-71.5382434,-16.4200995
-71.5294848,-16.3888348,-71.5303727,-16.387972
-71.5294848,-16.3888348,-71.5294179,-16.3889481
-71.542155,-16.4073628,-71.5428031,-16.4070976
-71.542155,-16.4073628,-71.5422862,-16.407803
-71.5489794,-16.4196369,-71.5491445,-16.4187947
-71.5375239,-16.3934649,-71.5374005,-16.3935148
-71.5375239,-16.3934649,-71.5375599,-16.393336
-71.5375239,-16.3934649,-71.5384913,-16.3934861
-71.5397523,-16.4180949,-71.5398189,-16.4181636
-71.5397523,-16.4180949,-71.5402534,-16.417605
-71.5397523,-16.4180949,-71.5396756,-16.4181548
-71.5216523,-16.4004408,-71.5218564,-16.4007668
-71.5216523,-16.4004408,-71.5216523,-16.4004408
-71.5425856,-16.4066112,-71.5428031,-16.4070976
-71.5268242,-16.4003834,-71.5272127,-16.3998854
-71.5268242,-16.4003834,-71.5275088,-16.4009642
-71.5405717,-16.4124085,-71.5409317,-16.4126602
-71.5405717,-16.4124085,-71.5401326,-16.4133014
-71.5220577,-16.4095338,-71.5213223,-16.4091795
-71.5220577,-16.4095338,-71.5215783,-16.4082753
-71.522392,-16.4002296,-71.52245,-16.4002772
-71.522392,-16.4002296,-71.5218564,-16.4007668
-71.5361342,-16.4085962,-71.5366935,-16.408404
-71.5431324,-16.4140659,-71.5431728,-16.4140652
-71.5431324,-16.4140659,-71.5417813,-16.4129513
-71.5431324,-16.4140659,-71.5429068,-16.4140829
-71.53387,-16.4051198,-71.533551,-16.4042936
-71.53387,-16.4051198,-71.5330342,-16.4054314
-71.53387,-16.4051198,-71.5350684,-16.4063493
-71.5280434,-16.4081561,-71.5285434,-16.4085084
-71.530502,-16.4041166,-71.5308854,-16.4044353
-71.530502,-16.4041166,-71.5299516,-16.4036589
-71.5297742,-16.4135313,-71.5304018,-16.4130254
-71.5405555,-16.4134296,-71.5401326,-16.4133014
-71.5405555,-16.4134296,-71.5409317,-16.4126602
-71.5392876,-16.4108243,-71.5397632,-16.4111563
-71.5392876,-16.4108243,-71.5402191,-16.4094397
-71.5305165,-16.4091749,-71.5309349,-16.4093242
-71.5305165,-16.4091749,-71.5296993,-16.4089389
-71.5305165,-16.4091749,-71.5275744,-16.4084195
-71.5437913,-16.4074744,-71.5430653,-16.4077326
-71.5437913,-16.4074744,-71.5440602,-16.4074053
-71.5437913,-16.4074744,-71.5440011,-16.4078512
-71.5349767,-16.3953733,-71.5352468,-16.3952746
-71.5349767,-16.3953733,-71.5350974,-16.3956835
-71.5374322,-16.4115012,-71.5379193,-16.4118744
-71.5480092,-16.3979357,-71.5477455,-16.3976542
-71.5480092,-16.3979357,-71.5483837,-16.3983223
-71.5224372,-16.4105121,-71.5219561,-16.4109242
-71.5224372,-16.4105121,-71.5227554,-16.41024
-71.5418488,-16.408095,-71.5410484,-16.4070405
-71.5418488,-16.408095,-71.5418988,-16.4080617
-71.5418488,-16.408095,-71.541993,-16.4082889
-71.5362873,-16.3922134,-71.5366501,-16.3920979
-71.5362873,-16.3922134,-71.5362062,-16.3919422
-71.5366632,-16.3994416,-71.5366409,-16.3993803
-71.5310395,-16.4015582,-71.5318482,-16.4025662
-71.5310395,-16.4015582,-71.5307033,-16.4012126
-71.5272765,-16.4084245,-71.5305813,-16.4092969
-71.5272765,-16.4084245,-71.5280027,-16.408889
-71.5411625,-16.4087384,-71.541099,-16.4086759
-71.5411625,-16.4087384,-71.5411159,-16.4087745
-71.5411625,-16.4087384,-71.5412096,-16.4087022
-71.5411625,-16.4087384,-71.5412704,-16.408998
-71.5236541,-16.4117503,-71.5240662,-16.4118858
-71.5236541,-16.4117503,-71.5236767,-16.4116776
-71.5236541,-16.4117503,-71.5232199,-16.4116666
-71.5308454,-16.3976454,-71.5303861,-16.3980649
-71.5445376,-16.3985101,-71.5445912,-16.3984827
-71.5445376,-16.3985101,-71.5443807,-16.3985892
-71.5334602,-16.3946925,-71.5333783,-16.3944766
-71.5334602,-16.3946925,-71.5346855,-16.3942852
-71.5334602,-16.3946925,-71.5334452,-16.3946976
-71.5428097,-16.4014739,-71.5421449,-16.399488
-71.5397647,-16.3956598,-71.5400255,-16.3958616
-71.5397647,-16.3956598,-71.5397355,-16.3956358
-71.5373579,-16.3926671,-71.5372162,-16.3929742
-71.5384997,-16.3931114,-71.5384913,-16.3934861
-71.5384997,-16.3931114,-71.538727,-16.393486
-71.5415455,-16.3980988,-71.5414378,-16.3981446
-71.5415455,-16.3980988,-71.5410817,-16.3972183
-71.5415455,-16.3980988,-71.5416019,-16.3982922
-71.5369628,-16.3928675,-71.5366424,-16.3930048
-71.5369628,-16.3928675,-71.5369023,-16.3926178
-71.5369628,-16.3928675,-71.537016,-16.3929226
-71.5417761,-16.3988791,-71.5417586,-16.3988244
-71.5417761,-16.3988791,-71.541703,-16.3988952
-71.5355389,-16.395168,-71.5354298,-16.3948715
-71.5355389,-16.395168,-71.5352468,-16.3952746
-71.5391676,-16.3952008,-71.5389875,-16.3946646
-71.5391676,-16.3952008,-71.5396024,-16.3957552
-71.5323159,-16.3937982,-71.5330019,-16.3935988
-71.5323159,-16.3937982,-71.5322863,-16.3933067
-71.5410817,-16.3972183,-71.541031,-16.3971552
-71.5410817,-16.3972183,-71.5409978,-16.3972828
-71.5314873,-16.3912451,-71.532129,-16.3912768
-71.5314873,-16.3912451,-71.5314201,-16.3910211
-71.5330212,-16.3935932,-71.5330019,-16.3935988
-71.5330212,-16.3935932,-71.5333783,-16.3944766
-71.537238,-16.3934044,-71.537016,-16.3929226
-71.5338294,-16.3931729,-71.533743,-16.3932821
-71.5338294,-16.3931729,-71.5336914,-16.3930961
-71.5346855,-16.3942852,-71.5351557,-16.3941264
-71.5378801,-16.3922166,-71.5376182,-16.391971
-71.5351289,-16.3988514,-71.5351142,-16.3988565
-71.5351289,-16.3988514,-71.536215,-16.3984628
-71.5351289,-16.3988514,-71.5347204,-16.3978312
-71.5351289,-16.3988514,-71.5355424,-16.3998934
-71.5314201,-16.3910211,-71.5297188,-16.390703
-71.5376182,-16.391971,-71.5374858,-16.391913
-71.5376182,-16.391971,-71.5374858,-16.391913
-71.5327744,-16.3961651,-71.5338759,-16.3957723
-71.5327744,-16.3961651,-71.531715,-16.3965282
-71.5347204,-16.3978312,-71.5355288,-16.3975489
-71.5347204,-16.3978312,-71.5347038,-16.3978371
-71.5288102,-16.3911724,-71.5281788,-16.3911172
-71.5288102,-16.3911724,-71.5306051,-16.3916553
-71.535388,-16.3964203,-71.5351563,-16.3958348
-71.535388,-16.3964203,-71.5360463,-16.3961852
-71.535388,-16.3964203,-71.5357903,-16.3974576
-71.531715,-16.3965282,-71.5312799,-16.3953912
-71.545987,-16.403687,-71.5461718,-16.4041153
-71.545987,-16.403687,-71.5458975,-16.4039398
-71.5499016,-16.4034651,-71.5504914,-16.4032355
-71.5505024,-16.4017056,-71.5503054,-16.4018013
-71.5488065,-16.4025648,-71.548583,-16.402676
-71.548583,-16.402676,-71.5480725,-16.4029564
-71.548583,-16.402676,-71.5479362,-16.400908
-71.5503054,-16.4018013,-71.5500197,-16.401324
-71.5500197,-16.401324,-71.5493965,-16.4003783
-71.5500197,-16.401324,-71.5495247,-16.4016014
-71.5364969,-16.398984,-71.5364294,-16.3987984
-71.5364969,-16.398984,-71.536577,-16.3992045
-71.5364969,-16.398984,-71.5366173,-16.3989505
-71.5344877,-16.3883909,-71.5345954,-16.3880523
-71.5344877,-16.3883909,-71.5349928,-16.3906001
-71.5344877,-16.3883909,-71.5332481,-16.3831182
-71.5349621,-16.3893301,-71.5350733,-16.3893078
-71.5349621,-16.3893301,-71.5348123,-16.3886031
-71.5349621,-16.3893301,-71.5351211,-16.3898608
-71.5349928,-16.3906001,-71.534581,-16.3908176
-71.5349928,-16.3906001,-71.5345755,-16.391453
-71.5345219,-16.3907928,-71.534581,-16.3908176
-71.5345219,-16.3907928,-71.5343632,-16.3898723
-71.5345219,-16.3907928,-71.5340344,-16.3909586
-71.534581,-16.3908176,-71.5340344,-16.3909586
-71.532244,-16.3915553,-71.5339484,-16.3910006
-71.532244,-16.3915553,-71.5323379,-16.3918147
-71.532244,-16.3915553,-71.5322319,-16.3915281
-71.5366424,-16.3930048,-71.5365369,-16.3930526
-71.5228733,-16.4006248,-71.5226016,-16.4009728
-71.5228733,-16.4006248,-71.52245,-16.4002772
-71.5286572,-16.4053412,-71.5283196,-16.4057382
-71.5286572,-16.4053412,-71.5289449,-16.4055776
-71.5352288,-16.4107164,-71.5346506,-16.411378
-71.5352288,-16.4107164,-71.5357455,-16.4110879
-71.5357455,-16.4110879,-71.5357138,-16.4111392
-71.5357455,-16.4110879,-71.5358714,-16.4107649
-71.5357455,-16.4110879,-71.5345293,-16.414379
-71.5478659,-16.4193529,-71.5477166,-16.4194916
-71.5478659,-16.4193529,-71.5501289,-16.4216764
-71.5478659,-16.4193529,-71.5477133,-16.4193179
-71.5478659,-16.4193529,-71.548016,-16.4192184
-71.5478659,-16.4193529,-71.5478455,-16.4191987
-71.5290795,-16.4091462,-71.5289289,-16.4091218
-71.5290795,-16.4091462,-71.5290585,-16.4092219
-71.5193914,-16.4107924,-71.5195924,-16.4107897
-71.5193914,-16.4107924,-71.5228616,-16.4116048
-71.5193914,-16.4107924,-71.5189565,-16.4106889
-71.5181679,-16.4106276,-71.5187739,-16.4105725
-71.5181679,-16.4106276,-71.5187641,-16.4106574
-71.5181679,-16.4106276,-71.5175815,-16.4106746
-71.5228616,-16.4116048,-71.5232199,-16.4116666
-71.5228616,-16.4116048,-71.5216875,-16.4113625
-71.5187511,-16.4107682,-71.5187641,-16.4106574
-71.5187511,-16.4107682,-71.517584,-16.4107844
-71.5187511,-16.4107682,-71.5188571,-16.4108343
-71.5187511,-16.4107682,-71.5188034,-16.4107727
-71.5228376,-16.4116708,-71.5215912,-16.4115029
-71.5228376,-16.4116708,-71.5202181,-16.4110853
-71.5228376,-16.4116708,-71.5232046,-16.411741
-71.524757,-16.4121258,-71.5247299,-16.412213
-71.524757,-16.4121258,-71.5251157,-16.4115959
-71.524757,-16.4121258,-71.5254981,-16.4123433
-71.524757,-16.4121258,-71.5240662,-16.4118858
-71.5219561,-16.4109242,-71.5218759,-16.4108612
-71.5219561,-16.4109242,-71.5216795,-16.4112397
-71.5219561,-16.4109242,-71.5216164,-16.4111799
-71.5202181,-16.4110853,-71.5189338,-16.410796
-71.5202181,-16.4110853,-71.5211774,-16.4113868
-71.5188275,-16.4105801,-71.5189269,-16.4105956
-71.5188275,-16.4105801,-71.5188287,-16.4104621
-71.5188275,-16.4105801,-71.518817,-16.4106632
-71.5188275,-16.4105801,-71.5187739,-16.4105725
-71.5170057,-16.4106616,-71.5175158,-16.4106811
-71.5170057,-16.4106616,-71.5170145,-16.4101867
-71.5170057,-16.4106616,-71.5160324,-16.4106703
-71.5259154,-16.4125698,-71.5259904,-16.4124632
-71.5259154,-16.4125698,-71.5254704,-16.4124346
-71.5259154,-16.4125698,-71.5260949,-16.4126972
-71.5232046,-16.411741,-71.5232199,-16.4116666
-71.5232046,-16.411741,-71.524041,-16.4119664
-71.5240662,-16.4118858,-71.524041,-16.4119664
-71.5247299,-16.412213,-71.524041,-16.4119664
-71.5247299,-16.412213,-71.5254704,-16.4124346
-71.5232199,-16.4116666,-71.5236478,-16.4109579
-71.5319366,-16.3896323,-71.5322134,-16.3900104
-71.5319366,-16.3896323,-71.5319082,-16.3891503
-71.5322651,-16.3900109,-71.5325621,-16.3898409
-71.5322651,-16.3900109,-71.5322134,-16.3900104
-71.5344134,-16.3913146,-71.5345755,-16.391453
-71.5345957,-16.3924085,-71.5351349,-16.3929324
-71.5345957,-16.3924085,-71.5347603,-16.3922842
-71.5345957,-16.3924085,-71.5323379,-16.3918147
-71.5339484,-16.3910006,-71.5340344,-16.3909586
-71.5317073,-16.3933028,-71.5322863,-16.3933067
-71.5322863,-16.3933067,-71.5319858,-16.3919766
-71.5412096,-16.4087022,-71.5413702,-16.40895
-71.5412096,-16.4087022,-71.5411602,-16.4086251
-71.5412096,-16.4087022,-71.5422862,-16.407803
-71.5421194,-16.4084555,-71.5420731,-16.4084851
-71.5421194,-16.4084555,-71.5421801,-16.4084176
-71.5421194,-16.4084555,-71.541993,-16.4082889
-71.5421194,-16.4084555,-71.5422024,-16.4085564
-71.5413702,-16.40895,-71.5414204,-16.4090142
-71.5413702,-16.40895,-71.5412704,-16.408998
-71.5413702,-16.40895,-71.5414262,-16.4089132
-71.5412704,-16.408998,-71.5412823,-16.4091085
-71.5400894,-16.4057806,-71.540049,-16.4057337
-71.5400894,-16.4057806,-71.5401318,-16.4057349
-71.5400894,-16.4057806,-71.5410484,-16.4070405
-71.5418988,-16.4080617,-71.5420463,-16.4082503
-71.5418988,-16.4080617,-71.5411017,-16.4070019
-71.5451621,-16.4121026,-71.5456077,-16.4126469
-71.5451621,-16.4121026,-71.5450007,-16.4119052
-71.5456077,-16.4126469,-71.5461211,-16.4132571
-71.5465868,-16.4138162,-71.546648,-16.4138905
-71.5465868,-16.4138162,-71.5461211,-16.4132571
-71.5491899,-16.4168449,-71.5488002,-16.4164105
-71.5491899,-16.4168449,-71.5492358,-16.4167982
-71.5401445,-16.4055366,-71.5402637,-16.4055852
-71.5401445,-16.4055366,-71.539877,-16.4036085
-71.5393946,-16.4066757,-71.540049,-16.4057337
-71.5393946,-16.4066757,-71.539349,-16.4066202
-71.5393946,-16.4066757,-71.5393537,-16.4067272
-71.538657,-16.4075457,-71.5387424,-16.4074433
-71.538657,-16.4075457,-71.5386315,-16.4075689
-71.5262254,-16.3998953,-71.5253691,-16.4008667
-71.5244405,-16.4018979,-71.5247411,-16.401567
-71.526661,-16.4050263,-71.5267407,-16.4049735
-71.526661,-16.4050263,-71.5261948,-16.404607
-71.5242908,-16.4076914,-71.5243291,-16.4077148
-71.5242908,-16.4076914,-71.5246734,-16.4070369
-71.5242908,-16.4076914,-71.5239413,-16.4071839
-71.5224576,-16.3988683,-71.5221863,-16.3990478
-71.5513124,-16.4094146,-71.5513124,-16.4094146
-71.5475931,-16.4192117,-71.5475643,-16.4190562
-71.5475931,-16.4192117,-71.5475115,-16.4192826
-71.5475931,-16.4192117,-71.5477133,-16.4193179
-71.5454418,-16.4211735,-71.5455595,-16.4212786
-71.5454418,-16.4211735,-71.545379,-16.4212273
-71.5455595,-16.4212786,-71.5454951,-16.421338
-71.5443797,-16.4219561,-71.5445113,-16.4218418
-71.5443797,-16.4219561,-71.5443507,-16.4219286
-71.5443797,-16.4219561,-71.5443413,-16.4219977
-71.5446853,-16.4222625,-71.5444868,-16.4223225
-71.5446853,-16.4222625,-71.5446039,-16.4224239
-71.5446853,-16.4222625,-71.5455878,-16.4214242
-71.5445269,-16.4225336,-71.5444923,-16.4225913
-71.5445269,-16.4225336,-71.5446039,-16.4224239
-71.5445269,-16.4225336,-71.5451537,-16.4229783
-71.5451537,-16.4229783,-71.5451498,-16.4230255
-71.5455231,-16.4230668,-71.5454721,-16.4230558
-71.5462062,-16.4233235,-71.5461774,-16.423364
-71.5462062,-16.4233235,-71.5464944,-16.4234826
-71.5408026,-16.4052433,-71.5408246,-16.4048629
-71.5286223,-16.3909002,-71.5306479,-16.3915971
-71.5374005,-16.3935148,-71.5376398,-16.3941664
-71.5376215,-16.3932592,-71.5375599,-16.393336
-71.5375599,-16.393336,-71.5378583,-16.3932361
-71.5353136,-16.41209,-71.5353332,-16.4120908
-71.5353136,-16.41209,-71.5352512,-16.4120228
-71.5353136,-16.41209,-71.5350886,-16.4123043
-71.535507,-16.4121962,-71.5356385,-16.4122973
-71.535507,-16.4121962,-71.5353332,-16.4120908
-71.53106,-16.416023,-71.5340992,-16.4173907
-71.53106,-16.416023,-71.5318449,-16.4163989
-71.53106,-16.416023,-71.5305872,-16.4157337
-71.5309343,-16.4160485,-71.5305257,-16.4158113
-71.5309343,-16.4160485,-71.534207,-16.4175233
